index,Summary,word,POS,freq,forms,important,ranking
3727,salsa|n,salsa,n,56,"salsa, salsas",common speech,3727
3719,objection|n,objection,n,56,"objection, objections",common speech,3719
3708,color|v,color,v,56,"color, colored, coloring, colors",common speech,3708
3700,applause|n,applause,n,56,"applause, applauses",common speech,3700
3701,average|j,average,j,56,average,common speech,3701
3702,boil|v,boil,v,56,"boil, boiled, boiling, boils",common speech,3702
3703,brag|v,brag,v,56,"brag, bragged, bragging, brags",common speech,3703
3704,buckle|v,buckle,v,56,"buckle, buckled, buckles, buckling",common speech,3704
3705,burglar|n,burglar,n,56,"burglar, burglars",common speech,3705
3706,caller|n,caller,n,56,"caller, callers",common speech,3706
3707,carton|n,carton,n,56,"carton, cartons",common speech,3707
3718,lifestyle|n,lifestyle,n,56,"lifestyle, lifestyles",common speech,3718
3709,donkey|n,donkey,n,56,"donkey, donkeys",common speech,3709
3711,equal|j,equal,j,56,equal,common speech,3711
3712,expand|v,expand,v,56,"expand, expanded, expanding, expands",common speech,3712
3713,flu|n,flu,n,56,"flu, flus",common speech,3713
3714,forehead|n,forehead,n,56,"forehead, foreheads",common speech,3714
3715,greet|v,greet,v,56,"greet, greeted, greeting, greets",common speech,3715
3716,illness|n,illness,n,56,"illness, illnesses",common speech,3716
3717,injure|v,injure,v,56,"injure, injured, injures, injuring",common speech,3717
3710,environmental|j,environmental,j,56,environmental,common speech,3710
3768,relative|n,relative,n,55,"relative, relatives",common speech,3768
3771,slam|v,slam,v,55,"slam, slammed, slamming, slams",common speech,3771
3770,shrink|n,shrink,n,55,"shrink, shrinks",common speech,3770
3769,safely|r,safely,r,55,safely,common speech,3769
3764,mug|v,mug,v,55,"mug, mugged, mugging, mugs",common speech,3764
3767,quietly|r,quietly,r,55,quietly,common speech,3767
3766,poet|n,poet,n,55,"poet, poets",common speech,3766
3765,plain|j,plain,j,55,"plain, plainer, plainest",common speech,3765
3773,surprisingly|r,surprisingly,r,55,surprisingly,common speech,3773
3772,suit|v,suit,v,55,"suit, suited, suiting, suits",common speech,3772
3778,wardrobe|n,wardrobe,n,55,"wardrobe, wardrobes",common speech,3778
3774,testing|n,testing,n,55,"testing, testings",common speech,3774
3775,throughout|fw,throughout,fw,55,throughout,common speech,3775
3776,tournament|n,tournament,n,55,"tournament, tournaments",common speech,3776
3777,twist|n,twist,n,55,"twist, twists",common speech,3777
3779,wrist|n,wrist,n,55,"wrist, wrists",common speech,3779
3780,nerve|n,nerve,n,55,"nerve, nerves",common speech,3780
3781,deposit|n,deposit,n,55,"deposit, deposits",common speech,3781
3782,trail|n,trail,n,55,"trail, trails",common speech,3782
3762,logic|n,logic,n,55,"logic, logics",common speech,3762
3784,bicycle|n,bicycle,n,55,"bicycle, bicycles",common speech,3784
3783,collar|v,collar,v,55,"collar, collars",common speech,3783
3763,Lord|K,Lord,K,55,"Lord, Lords",common speech,3763
3761,lizard|n,lizard,n,55,"lizard, lizards",common speech,3761
3749,depressing|j,depressing,j,55,depressing,common speech,3749
3760,karma|n,karma,n,55,"karma, karmas",common speech,3760
3740,appetite|n,appetite,n,55,"appetite, appetites",common speech,3740
3741,association|n,association,n,55,"association, associations",common speech,3741
3742,attorney|n,attorney,n,55,"attorney, attorneys",common speech,3742
3743,bikini|n,bikini,n,55,"bikini, bikinis",common speech,3743
3744,bun|n,bun,n,55,"bun, buns",common speech,3744
3746,confront|v,confront,v,55,"confront, confronted, confronting, confronts",common speech,3746
3747,contribute|v,contribute,v,55,"contribute, contributed, contributes, contributing",common speech,3747
3748,critic|n,critic,n,55,"critic, critics",common speech,3748
3745,clubhouse|n,clubhouse,n,55,"clubhouse, clubhouses",common speech,3745
3750,dime|n,dime,n,55,"dime, dimes",common speech,3750
3755,eyebrow|n,eyebrow,n,55,"eyebrow, eyebrows",common speech,3755
3751,discovery|n,discovery,n,55,"discovery, discoveries",common speech,3751
3758,independent|j,independent,j,55,independent,common speech,3758
3757,headache|n,headache,n,55,"headache, headaches",common speech,3757
3756,fluffy|j,fluffy,j,55,"fluffy, fluffier, fluffiest",common speech,3756
3759,integrity|n,integrity,n,55,"integrity, integrities",common speech,3759
3754,expectation|n,expectation,n,55,"expectation, expectations",common speech,3754
3753,excitement|n,excitement,n,55,"excitement, excitements",common speech,3753
3752,effective|j,effective,j,55,effective,common speech,3752
3818,temple|n,temple,n,54,"temple, temples",common speech,3818
3810,polish|v,polish,v,54,"polish, polished, polishes, polishing",common speech,3810
3811,reading|n,reading,n,54,"reading, readings",common speech,3811
3812,silence|u,silence,u,54,silence,common speech,3812
3813,sitcom|n,sitcom,n,54,"sitcom, sitcoms",common speech,3813
3808,physicist|n,physicist,n,54,"physicist, physicists",common speech,3808
3814,slight|j,slight,j,54,"slight, slighter, slightest",common speech,3814
3815,softball|n,softball,n,54,"softball, softballs",common speech,3815
3816,star|v,star,v,54,"star, starred, starring, stars",common speech,3816
3817,strip|v,strip,v,54,"strip, stripped, stripping, strips, stript",common speech,3817
3829,mighty|r,mighty,r,54,mighty,common speech,3829
3819,torture|n,torture,n,54,"torture, tortured, tortures, torturing",common speech,3819
3820,torture|v,torture,v,54,"torture, tortured, tortures, torturing",common speech,3820
3821,wax|n,wax,n,54,"wax, waxes",common speech,3821
3822,wooden|j,wooden,j,54,"wooden, woodener, woodenest",common speech,3822
3823,inner|j,inner,j,54,"inner, innermost",common speech,3823
3824,elf|n,elf,n,54,"elf, elves",common speech,3824
3825,claw|n,claw,n,54,"claw, claws",common speech,3825
3826,layer|n,layer,n,54,"layer, layers",common speech,3826
3827,refund|v,refund,v,54,"refund, refunds",common speech,3827
3828,cycle|n,cycle,n,54,"cycle, cycles",common speech,3828
3809,pointless|j,pointless,j,54,pointless,common speech,3809
3801,memorize|v,memorize,v,54,"memorize, memorized, memorizes, memorizing",common speech,3801
3807,pattern|n,pattern,n,54,"pattern, patterns",common speech,3807
3794,gallery|n,gallery,n,54,"gallery, galleries",common speech,3794
3806,paintball|n,paintball,n,54,"paintball, paintballs",common speech,3806
3785,ahem|u,ahem,u,54,ahem,common speech,3785
3786,alike|r,alike,r,54,alike,common speech,3786
3787,allergy|n,allergy,n,54,"allergy, allergies",common speech,3787
3788,atheist|n,atheist,n,54,"atheist, atheists",common speech,3788
3790,cheeseburger|n,cheeseburger,n,54,"cheeseburger, cheeseburgers",common speech,3790
3791,conscience|n,conscience,n,54,"conscience, consciences",common speech,3791
3792,cuddle|v,cuddle,v,54,"cuddle, cuddled, cuddles, cuddling",common speech,3792
3793,existence|n,existence,n,54,"existence, existences",common speech,3793
3789,chamber|n,chamber,n,54,"chamber, chambers",common speech,3789
3795,instinct|n,instinct,n,54,"instinct, instincts",common speech,3795
3797,loyal|j,loyal,j,54,"loyal, loyaler, loyalest",common speech,3797
3798,maintain|v,maintain,v,54,"maintain, maintained, maintaining, maintains",common speech,3798
3799,maintenance|n,maintenance,n,54,maintenance,common speech,3799
3800,meaningless|j,meaningless,j,54,meaningless,common speech,3800
3802,missile|n,missile,n,54,"missile, missiles",common speech,3802
3803,moist|j,moist,j,54,"moist, moister, moistest",common speech,3803
3804,nag|v,nag,v,54,"nag, nagged, nagging, nags",common speech,3804
3805,ninety-five|m,ninety-five,m,54,ninety-five,common speech,3805
3796,instruction|n,instruction,n,54,"instruction, instructions",common speech,3796
3862,rig|v,rig,v,53,"rig, rigged, rigging, rigs",common speech,3862
3866,sunset|n,sunset,n,53,"sunset, sunsets",common speech,3866
3865,steam|v,steam,v,53,"steam, steamed, steaming, steams",common speech,3865
3864,sector|n,sector,n,53,"sector, sectors",common speech,3864
3863,sacrifice|v,sacrifice,v,53,"sacrifice, sacrificed, sacrifices, sacrificing",common speech,3863
3857,password|n,password,n,53,"password, passwords",common speech,3857
3861,resolution|n,resolution,n,53,"resolution, resolutions",common speech,3861
3860,power|v,power,v,53,"power, powered, powering, powers",common speech,3860
3859,pond|n,pond,n,53,"pond, ponds",common speech,3859
3858,pledge|n,pledge,n,53,"pledge, pledges",common speech,3858
3868,surgeon|n,surgeon,n,53,"surgeon, surgeons",common speech,3868
3867,superior|j,superior,j,53,superior,common speech,3867
3879,buffet|n,buffet,n,53,"buffet, buffets",common speech,3879
3869,tease|v,tease,v,53,"tease, teased, teases, teasing",common speech,3869
3870,thus|r,thus,r,53,thus,common speech,3870
3871,twenty-eight|m,twenty-eight,m,53,twenty-eight,common speech,3871
3872,vegetarian|n,vegetarian,n,53,"vegetarian, vegetarians",common speech,3872
3873,videotape|v,videotape,v,53,"videotape, videotaped, videotapes, videotaping",common speech,3873
3874,view|v,view,v,53,"view, viewed, viewing, views",common speech,3874
3875,wide|r,wide,r,53,"wide, wider, widest",common speech,3875
3876,workout|n,workout,n,53,"workout, workouts",common speech,3876
3877,wound|n,wound,n,53,"wound, wounds",common speech,3877
3878,pyramid|n,pyramid,n,53,"pyramid, pyramids",common speech,3878
3855,pact|n,pact,n,53,"pact, pacts",common speech,3855
3856,palace|n,palace,n,53,"palace, palaces",common speech,3856
3851,meantime|n,meantime,n,53,"meantime, meantimes",common speech,3851
3854,oho|u,oho,u,53,oho,common speech,3854
3841,entry|n,entry,n,53,"entry, entries",common speech,3841
3830,awareness|n,awareness,n,53,awareness,common speech,3830
3831,baggage|n,baggage,n,53,baggage,common speech,3831
3832,closing|j,closing,j,53,closing,common speech,3832
3833,cricket|n,cricket,n,53,"cricket, crickets",common speech,3833
3834,dear|n,dear,n,53,"dear, dears",common speech,3834
3853,nacho|n,nacho,n,53,"nacho, nachos",common speech,3853
3836,definition|n,definition,n,53,"definition, definitions",common speech,3836
3837,development|n,development,n,53,"development, developments",common speech,3837
3838,discipline|n,discipline,n,53,"discipline, disciplines",common speech,3838
3839,double|r,double,r,53,double,common speech,3839
3840,ending|n,ending,n,53,"ending, endings",common speech,3840
3835,decorate|v,decorate,v,53,"decorate, decorated, decorates, decorating",common speech,3835
3842,explosion|n,explosion,n,53,"explosion, explosions",common speech,3842
3844,guard|v,guard,v,53,"guard, guarded, guarding, guards",common speech,3844
3845,hack|v,hack,v,53,"hack, hacked, hacking, hacks",common speech,3845
3846,homemade|j,homemade,j,53,homemade,common speech,3846
3847,hunter|n,hunter,n,53,"hunter, hunters",common speech,3847
3848,interest|v,interest,v,53,"interest, interested, interesting, interests",common speech,3848
3849,kite|n,kite,n,53,"kite, kites",common speech,3849
3850,master|v,master,v,53,"master, mastered, mastering, masters",common speech,3850
3852,mortgage|n,mortgage,n,53,"mortgage, mortgages",common speech,3852
3843,frozen|j,frozen,j,53,frozen,common speech,3843
3903,tension|n,tension,n,52,"tension, tensions",common speech,3903
3898,sophisticated|j,sophisticated,j,52,sophisticated,common speech,3898
3899,stool|n,stool,n,52,"stool, stools",common speech,3899
3900,struggle|v,struggle,v,52,"struggle, struggled, struggles, struggling",common speech,3900
3901,subtle|j,subtle,j,52,"subtle, subtler, subtlest",common speech,3901
3902,suspend|v,suspend,v,52,"suspend, suspended, suspending, suspends",common speech,3902
3908,rebel|n,rebel,n,52,"rebel, rebels",common speech,3908
3904,water|v,water,v,52,"water, watered, watering, waters",common speech,3904
3905,wealthy|j,wealthy,j,52,"wealthy, wealthier, wealthiest",common speech,3905
3906,spare|j,spare,j,52,"spare, sparer, sparest",common speech,3906
3907,cushion|n,cushion,n,52,"cushion, cushions",common speech,3907
3909,Mafia|K,Mafia,K,52,Mafia,common speech,3909
3895,rash|n,rash,n,52,"rash, rashes",common speech,3895
3897,so-called|j,so-called,j,52,so-called,common speech,3897
3896,sacrifice|n,sacrifice,n,52,"sacrifice, sacrifices",common speech,3896
3894,peel|v,peel,v,52,"peel, peeled, peeling, peels",common speech,3894
3887,generally|r,generally,r,52,generally,common speech,3887
3880,antique|n,antique,n,52,"antique, antiques",common speech,3880
3881,appeal|v,appeal,v,52,"appeal, appealed, appealing, appeals",common speech,3881
3883,base|n,base,n,52,"base, bases",common speech,3883
3884,blues|n,blues,n,52,blues,common speech,3884
3885,closure|n,closure,n,52,"closure, closures",common speech,3885
3886,dramatic|j,dramatic,j,52,dramatic,common speech,3886
3882,arrangement|n,arrangement,n,52,"arrangement, arrangements",common speech,3882
3888,guinea|j,guinea,j,52,guinea,common speech,3888
3890,ill|j,ill,j,52,ill,common speech,3890
3891,lid|n,lid,n,52,"lid, lids",common speech,3891
3892,method|n,method,n,52,"method, methods",common speech,3892
3893,outrageous|j,outrageous,j,52,outrageous,common speech,3893
3889,hysterical|j,hysterical,j,52,hysterical,common speech,3889
3941,one hundred fifty|m,one hundred fifty,m,51,one hundred fifty,common speech,3941
3945,raw|j,raw,j,51,"raw, rawer, rawest",common speech,3945
3944,radiation|n,radiation,n,51,"radiation, radiations",common speech,3944
3943,quarterback|n,quarterback,n,51,"quarterback, quarterbacks",common speech,3943
3942,participate|v,participate,v,51,"participate, participated, participates, participating",common speech,3942
3937,midget|n,midget,n,51,"midget, midgets",common speech,3937
3939,motel|n,motel,n,51,"motel, motels",common speech,3939
3938,moral|j,moral,j,51,moral,common speech,3938
3936,metaphor|n,metaphor,n,51,"metaphor, metaphors",common speech,3936
3947,resident|n,resident,n,51,"resident, residents",common speech,3947
3946,relate|v,relate,v,51,"relate, related, relates, relating",common speech,3946
3955,zoom|v,zoom,v,51,"zoom, zoomed, zooming, zooms",common speech,3955
3948,seventy-two|m,seventy-two,m,51,seventy-two,common speech,3948
3949,snuggle|v,snuggle,v,51,"snuggle, snuggled, snuggles, snuggling",common speech,3949
3950,southern|j,southern,j,51,"southern, southernmost",common speech,3950
3951,sticky|j,sticky,j,51,"sticky, stickier, stickiest",common speech,3951
3952,three-way|n,three-way,n,51,"three-way, three-ways",common speech,3952
3953,tin|n,tin,n,51,"tin, tins",common speech,3953
3954,workplace|n,workplace,n,51,"workplace, workplaces",common speech,3954
3934,masturbate|v,masturbate,v,51,"masturbate, masturbated, masturbates, masturbating",common speech,3934
3956,acting|n,acting,n,51,acting,common speech,3956
3957,spiritual|j,spiritual,j,51,spiritual,common speech,3957
3958,slot|n,slot,n,51,"slot, slots",common speech,3958
3935,melon|n,melon,n,51,"melon, melons",common speech,3935
3940,net|n,net,n,51,"net, nets",common speech,3940
3933,inspiration|n,inspiration,n,51,"inspiration, inspirations",common speech,3933
3921,dairy|n,dairy,n,51,"dairy, dairies",common speech,3921
3932,ignorant|j,ignorant,j,51,ignorant,common speech,3932
3910,aim|v,aim,v,51,"aim, aimed, aiming, aims",common speech,3910
3911,auto|n,auto,n,51,"auto, autos",common speech,3911
3912,bowel|n,bowel,n,51,"bowel, bowels",common speech,3912
3913,bug|v,bug,v,51,"bug, bugged, bugging, bugs",common speech,3913
3914,bummer|n,bummer,n,51,"bummer, bummers",common speech,3914
3915,cater|v,cater,v,51,"cater, catered, catering, caters",common speech,3915
3917,chubby|j,chubby,j,51,"chubby, chubbier, chubbiest",common speech,3917
3918,comfort|v,comfort,v,51,"comfort, comforted, comforting, comforts",common speech,3918
3919,conflict|n,conflict,n,51,"conflict, conflicts",common speech,3919
3920,convert|v,convert,v,51,"convert, converted, converting, converts",common speech,3920
3916,CEO|abbr,CEO,abbr,51,"CEO, CEOs",common speech,3916
3922,division|n,division,n,51,"division, divisions",common speech,3922
3927,flyer|n,flyer,n,51,"flyer, flyers",common speech,3927
3923,donation|n,donation,n,51,"donation, donations",common speech,3923
3930,hamster|n,hamster,n,51,"hamster, hamsters",common speech,3930
3929,goods|n,goods,n,51,goods,common speech,3929
3928,freaky|j,freaky,j,51,"freaky, freakier, freakiest",common speech,3928
3931,honesty|n,honesty,n,51,"honesty, honesties",common speech,3931
3926,flash|v,flash,v,51,"flash, flashed, flashes, flashing",common speech,3926
3925,expire|v,expire,v,51,"expire, expired, expires, expiring",common speech,3925
3924,edit|v,edit,v,51,"edit, edited, editing, edits",common speech,3924
3987,peaceful|j,peaceful,j,50,peaceful,common speech,3987
3998,tow|v,tow,v,50,"tow, towed, towing, tows",common speech,3998
3988,phony|n,phony,n,50,"phony, phoney, phoneys, phonies",common speech,3988
3989,protocol|n,protocol,n,50,"protocol, protocols",common speech,3989
3990,realistic|j,realistic,j,50,realistic,common speech,3990
3991,recital|n,recital,n,50,"recital, recitals",common speech,3991
3992,remarkable|j,remarkable,j,50,remarkable,common speech,3992
3993,sabotage|v,sabotage,v,50,"sabotage, sabotaged, sabotages, sabotaging",common speech,3993
3994,sadly|r,sadly,r,50,sadly,common speech,3994
3995,senior|n,senior,n,50,"senior, seniors",common speech,3995
3996,sparkle|v,sparkle,v,50,"sparkle, sparkled, sparkles, sparkling",common speech,3996
3997,thirty-two|m,thirty-two,m,50,thirty-two,common speech,3997
4010,bang|u,bang,u,50,bang,common speech,4010
3999,vulnerable|j,vulnerable,j,50,vulnerable,common speech,3999
4000,waters|n,waters,n,50,waters,common speech,4000
4001,welcome|n,welcome,n,50,"welcome, welcomes",common speech,4001
4002,wolf|n,wolf,n,50,"wolf, wolves",common speech,4002
4003,wreck|n,wreck,n,50,"wreck, wrecks",common speech,4003
4004,yum|u,yum,u,50,yum,common speech,4004
4005,loaf|v,loaf,v,50,"loaf, loaves",common speech,4005
4006,perfume|v,perfume,v,50,"perfume, perfumes",common speech,4006
4007,bare|j,bare,j,50,"bare, barer, barest",common speech,4007
4008,resume|n,resume,n,50,"resume, resumes",common speech,4008
4009,scar|n,scar,n,50,"scar, scars",common speech,4009
3985,oxygen|n,oxygen,n,50,"oxygen, oxygens",common speech,3985
3986,patient|j,patient,j,50,"patient, patienter, patientest",common speech,3986
3965,depression|n,depression,n,50,"depression, depressions",common speech,3965
3984,outer|j,outer,j,50,"outer, outermost",common speech,3984
3971,graduation|n,graduation,n,50,"graduation, graduations",common speech,3971
3983,ordinary|j,ordinary,j,50,ordinary,common speech,3983
3960,air|v,air,v,50,"air, aired, airing, airs",common speech,3960
3962,cologne|n,cologne,n,50,"cologne, colognes",common speech,3962
3963,competitive|j,competitive,j,50,competitive,common speech,3963
3964,cross|n,cross,n,50,"cross, crosses",common speech,3964
3959,activate|v,activate,v,50,"activate, activated, activates, activating",common speech,3959
3966,early|r,early,r,50,"early, earlier, earliest",common speech,3966
3967,extend|v,extend,v,50,"extend, extended, extending, extends",common speech,3967
3968,fighter|n,fighter,n,50,"fighter, fighters",common speech,3968
3969,gently|r,gently,r,50,gently,common speech,3969
3970,gone|j,gone,j,50,gone,common speech,3970
3961,briefcase|n,briefcase,n,50,"briefcase, briefcases",common speech,3961
3972,grief|n,grief,n,50,"grief, griefs",common speech,3972
3978,lure|v,lure,v,50,"lure, lured, lures, luring",bonus,3978
3973,growth|n,growth,n,50,"growth, growths",bonus,3973
3982,olive|n,olive,n,50,"olive, olives",bonus,3982
3980,millennium|n,millennium,n,50,"millennium, millennia, millenniums",bonus,3980
3979,macaroni|n,macaroni,n,50,"macaroni, macaronis",bonus,3979
3981,ninety-nine|m,ninety-nine,m,50,ninety-nine,bonus,3981
3977,logical|j,logical,j,50,logical,bonus,3977
3976,leak|n,leak,n,50,"leak, leaks",bonus,3976
3975,latte|n,latte,n,50,"latte, lattes",bonus,3975
3974,infect|v,infect,v,50,"infect, infected, infecting, infects",bonus,3974
4035,international|j,international,j,49,international,bonus,4035
4044,steady|j,steady,j,49,"steady, steadier, steadiest",bonus,4044
4036,karaoke|n,karaoke,n,49,"karaoke, karaokes",bonus,4036
4037,line|v,line,v,49,"line, lined, lines, lining",bonus,4037
4038,maple|n,maple,n,49,"maple, maples",bonus,4038
4039,one thousand one hundred|m,one thousand one hundred,m,49,one thousand one hundred,bonus,4039
4040,pose|v,pose,v,49,"pose, posed, poses, posing",bonus,4040
4041,psychiatrist|n,psychiatrist,n,49,"psychiatrist, psychiatrists",bonus,4041
4042,repair|n,repair,n,49,"repair, repairs",bonus,4042
4043,shotgun|n,shotgun,n,49,"shotgun, shotguns",bonus,4043
4049,yikes|u,yikes,u,49,yikes,bonus,4049
4045,strategy|n,strategy,n,49,"strategy, strategies",bonus,4045
4046,tempt|v,tempt,v,49,"tempt, tempted, tempting, tempts",bonus,4046
4047,vet|n,vet,n,49,"vet, vets",bonus,4047
4048,witness|v,witness,v,49,"witness, witnessed, witnesses, witnessing",bonus,4048
4050,hood|n,hood,n,49,"hood, hoods",bonus,4050
4051,dawn|n,dawn,n,49,"dawn, dawns",bonus,4051
4052,motor|n,motor,n,49,"motor, motors",bonus,4052
4053,tent|n,tent,n,49,"tent, tents",bonus,4053
4033,insecure|j,insecure,j,49,insecure,bonus,4033
4034,intention|n,intention,n,49,"intention, intentions",bonus,4034
4030,grown|j,grown,j,49,grown,bonus,4030
4032,hush|u,hush,u,49,hush,bonus,4032
4020,collapse|v,collapse,v,49,"collapse, collapsed, collapses, collapsing",bonus,4020
4031,hormone|n,hormone,n,49,"hormone, hormones",bonus,4031
4012,agenda|n,agenda,n,49,"agenda, agendas",bonus,4012
4013,assign|v,assign,v,49,"assign, assigned, assigning, assigns",bonus,4013
4014,autograph|n,autograph,n,49,"autograph, autographs",bonus,4014
4015,await|v,await,v,49,"await, awaited, awaiting, awaits",bonus,4015
4016,billionaire|n,billionaire,n,49,"billionaire, billionaires",bonus,4016
4017,bookstore|n,bookstore,n,49,"bookstore, bookstores",bonus,4017
4018,buyer|n,buyer,n,49,"buyer, buyers",bonus,4018
4019,charade|n,charade,n,49,"charade, charades",bonus,4019
4011,address|v,address,v,49,"address, addressed, addresses, addressing",bonus,4011
4021,conditioning|n,conditioning,n,49,"conditioning, conditionings",bonus,4021
4023,crooked|j,crooked,j,49,crooked,bonus,4023
4024,cultural|j,cultural,j,49,cultural,bonus,4024
4025,dating|n,dating,n,49,"dating, datings",bonus,4025
4026,December|K,December,K,49,"December, Decembers",bonus,4026
4027,deli|n,deli,n,49,"deli, delis",bonus,4027
4028,examine|v,examine,v,49,"examine, examined, examines, examining",bonus,4028
4029,fry|v,fry,v,49,"fry, fried, fries, frying",bonus,4029
4022,consequence|n,consequence,n,49,"consequence, consequences",bonus,4022
4081,privilege|n,privilege,n,48,"privilege, privileges",bonus,4081
4084,start|n,start,n,48,"start, starts",bonus,4084
4083,scarf|n,scarf,n,48,"scarf, scarfs, scarves",bonus,4083
4082,resolve|v,resolve,v,48,"resolve, resolved, resolves, resolving",bonus,4082
4077,November|K,November,K,48,"November, Novembers",bonus,4077
4080,plug|n,plug,n,48,"plug, plugs",bonus,4080
4079,perspective|n,perspective,n,48,"perspective, perspectives",bonus,4079
4078,particle|n,particle,n,48,"particle, particles",bonus,4078
4086,unable|j,unable,j,48,unable,bonus,4086
4085,trainer|n,trainer,n,48,"trainer, trainers",bonus,4085
4090,volcano|n,volcano,n,48,"volcano, volcanoes, volcanos",bonus,4090
4087,unacceptable|j,unacceptable,j,48,unacceptable,bonus,4087
4088,unfortunate|j,unfortunate,j,48,unfortunate,bonus,4088
4089,update|n,update,n,48,"update, updates",bonus,4089
4091,weed|n,weed,n,48,"weed, weeds",bonus,4091
4092,worthy|j,worthy,j,48,"worthy, worthier, worthiest",bonus,4092
4093,vault|n,vault,n,48,"vault, vaults",bonus,4093
4094,permanent|j,permanent,j,48,permanent,bonus,4094
4095,gag|n,gag,n,48,"gag, gags",bonus,4095
4075,mailbox|n,mailbox,n,48,"mailbox, mailboxes",bonus,4075
4076,naive|j,naive,j,48,"naive, naiver, naivest",bonus,4076
4054,tumor|n,tumor,n,48,"tumor, tumors",bonus,4054
4074,Lord|u,Lord,u,48,Lord,bonus,4074
4063,cranky|j,cranky,j,48,"cranky, crankier, crankiest",bonus,4063
4073,loosen|v,loosen,v,48,"loosen, loosened, loosening, loosens",bonus,4073
4055,bathtub|n,bathtub,n,48,"bathtub, bathtubs",bonus,4055
4056,bitch|v,bitch,v,48,"bitch, bitched, bitches, bitching",bonus,4056
4057,broad|j,broad,j,48,"broad, broader, broadest",bonus,4057
4059,buzz|v,buzz,v,48,"buzz, buzzed, buzzes, buzzing",bonus,4059
4060,campaign|n,campaign,n,48,"campaign, campaigns",bonus,4060
4061,conduct|v,conduct,v,48,"conduct, conducted, conducting, conducts",bonus,4061
4062,copier|n,copier,n,48,"copier, copiers",bonus,4062
4058,brutal|j,brutal,j,48,brutal,bonus,4058
4064,eternal|j,eternal,j,48,eternal,bonus,4064
4066,FYI|abbr,FYI,abbr,48,FYI,bonus,4066
4067,google|v,google,v,48,"google, googles, googling, googled",bonus,4067
4068,greedy|j,greedy,j,48,"greedy, greedier, greediest",bonus,4068
4069,hiya|u,hiya,u,48,hiya,bonus,4069
4070,kisser|n,kisser,n,48,"kisser, kissers",bonus,4070
4071,lava|n,lava,n,48,"lava, lavas",bonus,4071
4065,foam|n,foam,n,48,"foam, foams",bonus,4065
4072,like|n,like,n,48,"like, likes",bonus,4072
4131,overwhelm|v,overwhelm,v,47,"overwhelm, overwhelmed, overwhelming, overwhelms",bonus,4131
4135,properly|r,properly,r,47,properly,bonus,4135
4134,preserve|v,preserve,v,47,"preserve, preserved, preserves, preserving",bonus,4134
4133,pharmacy|n,pharmacy,n,47,"pharmacy, pharmacies",bonus,4133
4132,pee|n,pee,n,47,"pee, pees",bonus,4132
4126,lyric|n,lyric,n,47,"lyric, lyrics",bonus,4126
4130,occasionally|r,occasionally,r,47,occasionally,bonus,4130
4129,molest|v,molest,v,47,"molest, molested, molesting, molests",bonus,4129
4127,maestro|n,maestro,n,47,"maestro, maestri, maestros",bonus,4127
4125,loyalty|n,loyalty,n,47,"loyalty, loyalties",bonus,4125
4137,secure|j,secure,j,47,"secure, securer, securest",bonus,4137
4136,restroom|n,restroom,n,47,"restroom, restrooms",bonus,4136
4147,weekly|j,weekly,j,47,weekly,bonus,4147
4138,settlement|n,settlement,n,47,"settlement, settlements",bonus,4138
4139,sundae|n,sundae,n,47,"sundae, sundaes",bonus,4139
4140,Thai|K,Thai,K,47,Thai,bonus,4140
4141,toad|n,toad,n,47,"toad, toads",bonus,4141
4142,trailer|n,trailer,n,47,"trailer, trailers",bonus,4142
4143,transform|v,transform,v,47,"transform, transformed, transforming, transforms",bonus,4143
4144,trust|n,trust,n,47,"trust, trusts",bonus,4144
4145,uterus|n,uterus,n,47,"uterus, uteri, uteruses",bonus,4145
4146,violation|n,violation,n,47,"violation, violations",bonus,4146
4148,blog|n,blog,n,47,"blog, blogs",bonus,4148
4149,flying|j,flying,j,47,flying,bonus,4149
4123,kit|n,kit,n,47,"kit, kits",bonus,4123
4124,lift|n,lift,n,47,"lift, lifts",bonus,4124
4128,margarita|n,margarita,n,47,"margarita, margaritas",bonus,4128
4122,juggle|v,juggle,v,47,"juggle, juggled, juggles, juggling",bonus,4122
4109,decaf|n,decaf,n,47,"decaf, decaff, decaffs, decafs",bonus,4109
4121,humble|j,humble,j,47,"humble, humbler, humblest",bonus,4121
4097,bah|u,bah,u,47,bah,bonus,4097
4099,bitter|j,bitter,j,47,"bitter, bitterer, bitterest",bonus,4099
4100,boo|v,boo,v,47,"boo, booed, booing, boos",bonus,4100
4101,braces|n,braces,n,47,braces,bonus,4101
4102,cashmere|n,cashmere,n,47,"cashmere, cashmeres",bonus,4102
4103,chimp|n,chimp,n,47,"chimp, chimps",bonus,4103
4104,comfort|n,comfort,n,47,"comfort, comforts",bonus,4104
4105,communist|n,communist,n,47,"communist, communists",bonus,4105
4106,consultant|n,consultant,n,47,"consultant, consultants",bonus,4106
4107,criticize|v,criticize,v,47,"criticize, criticized, criticizes, criticizing",bonus,4107
4108,cutie|n,cutie,n,47,"cutie, cutey, cuteys, cuties",bonus,4108
4098,balance|v,balance,v,47,"balance, balanced, balances, balancing",bonus,4098
4110,demonstrate|v,demonstrate,v,47,"demonstrate, demonstrated, demonstrates, demonstrating",bonus,4110
4117,Frisbee|K,Frisbee,K,47,"Frisbee, Frisbees",bonus,4117
4111,denial|n,denial,n,47,"denial, denials",bonus,4111
4120,handy|j,handy,j,47,"handy, handier, handiest",bonus,4120
