,word,POS,ranking,Finnish,English
1990,mayonnaise,n,4694.0,majoneesi,mayonnaise
1991,mayor,n,865.0,pormestari,mayor
1992,meal,n,1124.0,ateria,meal
1993,mean,v,85.0,keskiarvo,mean
1994,mean,j,2315.0,keskiarvo,mean
1995,meaning,n,3465.0,merkitys,meaning
1996,meat,n,1083.0,liha,meat
1997,meatball,n,3645.0,lihapulla,meatball
1998,mechanic,n,4649.0,asentaja,mechanic
1999,medal,n,3018.0,mitali,medal
2000,media,n,2404.0,media,media
2001,medication,n,3289.0,lääkitys,medication
2002,medicine,n,1625.0,lääke,medicine
2003,medium,j,3497.0,meedio,medium
2004,meeting,n,1175.0,kokous,meeting
2005,melon,n,3935.0,meloni,melon
2006,melt,v,2333.0,sula,melt
2007,member,n,1134.0,elin,member
2008,membership,n,4893.0,jäsenyys,membership
2009,memorial,n,5061.0,muistomerkki,memorial
2010,memory,n,1025.0,muisti,memory
2011,mentor,n,4500.0,mentori,mentor
2012,menu,n,1816.0,ruokalista,menu
2013,mercy,n,3227.0,armeliaisuus,mercy
2014,mess,v,1110.0,messi,mess
2015,mess,n,1199.0,messi,mess
2016,message,n,628.0,viesti,message
2017,metal,n,3113.0,metalli,metal
2018,metaphor,n,3936.0,metafora,metaphor
2019,meteor,n,3572.0,tähdenlento,meteor
2020,meter,n,4392.0,mittari,meter
2021,method,n,3892.0,menetelmä,method
2022,microphone,n,4695.0,mikrofoni,microphone
2023,middle,n,1056.0,puoliväli,middle
2024,middle,j,1939.0,puoliväli,middle
2025,midget,n,3937.0,kääpiö,midget
2026,midnight,n,1704.0,keskiyö,midnight
2027,mile,n,3019.0,kilometri,mile
2028,military,n,3611.0,intti,military
2029,military,j,4962.0,intti,military
2030,milk,n,823.0,maito,milk
2031,millionaire,n,2993.0,miljonääri,millionaire
2032,mind,n,412.0,mieli,mind
2033,mind,v,481.0,mieli,mind
2034,,,,kaivos,mine (dig)
2035,,,,miina,mine (explosive)
2036,minor,j,3529.0,alaikäinen,minor
2037,minority,n,3498.0,vähemmistö,minority
2038,mint,n,2126.0,rahapaja,mint
2039,minus,fw,3466.0,miikka,minus
2040,minute,n,192.0,minuutti,minute
2041,miracle,n,1238.0,miraakkeli,miracle
2042,mirror,n,1591.0,kuvastin,mirror
2043,misery,n,4895.0,kurjuus,misery
2044,miss,v,283.0,huti,miss
2045,missile,n,3802.0,ohjus,missile
2046,mission,n,1957.0,missio,mission
2047,mistake,n,619.0,virhe,mistake
2048,misunderstanding,n,3140.0,väärinkäsitys,misunderstanding
2049,mixer,n,4897.0,vatkain,mixer
2050,mode,n,4650.0,moodi,mode
2051,model,n,1053.0,malli,model
2052,mole,n,3426.0,luomi,mole
2053,mom,n,152.0,äiskä,mom
2054,moment,n,487.0,hetki,moment
2055,money,n,202.0,raha,money
2056,monitor,v,3530.0,näyttö,monitor
2057,monitor,n,4442.0,näyttö,monitor
2058,monkey,n,670.0,apina,monkey
2059,monologue,n,5031.0,monologi,monologue
2060,monster,n,890.0,hirviö,monster
2061,mood,n,1319.0,tunnelma,mood
2062,moon,n,1324.0,kuu,moon
2063,mop,v,3573.0,moppi,mop
2064,moral,j,3938.0,moraali,moral
2065,morning,n,313.0,aamu,morning
2066,moron,n,2016.0,urpo,moron
2067,mortgage,n,3852.0,asuntolaina,mortgage
2068,mosquito,n,4965.0,hyttynen,mosquito
2069,motel,n,3939.0,motelli,motel
2070,mother,n,291.0,äiti,mother
2071,motion,n,2405.0,liike,motion
2072,motorcycle,n,3356.0,moottoripyörä,motorcycle
2073,mount,n,3647.0,jalake,mount
2074,moustache,n,2709.0,räkäjarrut,moustache
2075,mouth,n,560.0,suu,mouth
2076,move,v,216.0,muutto,move
2077,move,n,1457.0,muutto,move
2078,movie,n,279.0,elokuva,movie
2079,mud,n,3259.0,muta,mud
2080,muffin,n,2097.0,muffini,muffin
2081,mug,n,2651.0,muki,mug
2082,mug,v,3764.0,muki,mug
2083,mummy,n,4501.0,muumio,mummy
2084,mural,n,4966.0,seinämaalaus,mural
2085,murder,n,1338.0,murha,murder
2086,murder,v,2068.0,murha,murder
2087,murderer,n,2456.0,murhamies,murderer
2088,muscle,n,2554.0,lihas,muscle
2089,museum,n,1358.0,museo,museum
2090,music,n,598.0,musiikki,music
2091,musician,n,3321.0,muusikko,musician
2092,mustard,n,2785.0,sinappi,mustard
2093,mystery,n,1817.0,mysteeri,mystery
2094,myth,n,3682.0,myytti,myth
2095,nag,v,3804.0,luuska,nag
2096,name,n,245.0,nimi,name
2097,name,v,332.0,nimi,name
2098,nanny,n,2878.0,lastenhoitaja,nanny
2099,nap,n,1787.0,päiväunet,nap
2100,napkin,n,1974.0,lautasliina,napkin
2101,nation,n,2224.0,kansakunta,nation
2102,national,j,1371.0,kansallinen,national
2103,native,j,1879.0,alkuasukas,native
2104,nature,n,1325.0,luonto,nature
2105,navy,n,3648.0,laivasto,navy
2106,neck,n,983.0,kaula,neck
2107,necklace,n,3062.0,kaulakoru,necklace
2108,need,v,92.0,tarve,need
2109,need,n,593.0,tarve,need
2110,needle,n,3683.0,neula,needle
2111,,,,negatiivi,negative (film)
2112,neighborhood,n,1435.0,naapurusto,neighborhood
2113,nerd,n,1495.0,nörtti,nerd
2114,nest,n,3114.0,pesä,nest
2115,,,,netto,net (finance)
2116,,,,verkko,net (fishing etc)
2117,network,n,1656.0,verkosto,network
2118,newspaper,n,1898.0,aviisi,newspaper
2119,nickel,n,3229.0,nikkeli,nickel
2120,nickname,n,2652.0,lempinimi,nickname
2121,night,n,137.0,yö,night
2122,nightmare,n,1605.0,painajainen,nightmare
2123,nine,m,749.0,ysi,nine
2124,nipple,n,1746.0,nippa,nipple
2125,noise,n,1204.0,melu,noise
2126,nonsense,n,2496.0,hölynpöly,nonsense
2127,noodle,n,2636.0,nuudeli,noodle
2128,normal,j,806.0,normaali,normal
2129,,,,pohjoinen,north
2130,nose,n,811.0,nenä,nose
2131,note,n,846.0,muistiinpano,note
2132,notebook,n,4282.0,vihko,notebook
2133,notice,v,595.0,varoitusaika,notice
2134,novel,n,2811.0,romaani,novel
2135,nude,j,3612.0,alastonkuva,nude
2136,nudity,n,4696.0,alastomuus,nudity
2137,number,n,311.0,numero,number
2138,nurse,n,1506.0,sairaanhoitaja,nurse
2139,nurse,v,4835.0,sairaanhoitaja,nurse
2140,nut,n,1466.0,pähkinä,nut
2141,oath,n,4652.0,vala,oath
2142,oatmeal,n,4394.0,kauraryyni,oatmeal
2143,object,n,3230.0,esine,object
2144,object,v,4445.0,esine,object
2145,obligation,n,4697.0,velvoite,obligation
2146,observation,n,4836.0,havainnointi,observation
2147,obsession,n,4698.0,pakkomielle,obsession
2148,occasion,n,2474.0,tilaisuus,occasion
2149,ocean,n,1551.0,valtameri,ocean
2150,offense,n,2098.0,hyökkäys,offense
2151,offer,v,700.0,tarjous,offer
2152,offer,n,2733.0,tarjous,offer
2153,office,n,350.0,toimisto,office
2154,officer,n,1123.0,upseeri,officer
2155,official,j,1755.0,toimihenkilö,official
2156,oil,n,1359.0,öljy,oil
2157,olive,n,3982.0,oliivi,olive
2158,one,m,49.0,ykkönen,one
2159,onion,n,3169.0,sipuli,onion
2160,opener,n,4785.0,avaaja,opener
2161,opening,n,2603.0,avajaiset,opening
2162,opening,j,4969.0,avajaiset,opening
2163,opera,n,2281.0,ooppera,opera
2164,operation,n,1800.0,operaatio,operation
2165,,,,toimenpide,operation (medical)
2166,opinion,n,1582.0,mielipide,opinion
2167,option,n,1630.0,optio,option
2168,or,fw,95.0,teepannu,or
2169,orange,j,2569.0,appelsiini,orange
2170,orange,n,2813.0,appelsiini,orange
2171,orchestra,n,4970.0,soittokunta,orchestra
2172,order,v,523.0,järjestys,order
2173,order,n,1141.0,järjestys,order
2174,,,,urku,organ (instrument
2175,,,,elin,organ (in body)
2176,organization,n,3087.0,järjestö,organization
2177,orgasm,n,3064.0,orgasmi,orgasm
2178,orgy,n,5033.0,orgiat,orgy
2179,orientation,n,4786.0,suuntautuminen,orientation
2180,origin,n,4787.0,alkuperä,origin
2181,original,j,1611.0,alkuperäiskappale,original
2182,orphan,n,4788.0,orpo,orphan
2183,orphanage,n,4971.0,orpokoti,orphanage
2184,outfit,n,1502.0,ulkoasu,outfit
2185,outrage,n,3720.0,ilkiteko,outrage
2186,outside,fw,586.0,ulkopuoli,outside
2187,outside,n,3088.0,ulkopuoli,outside
2188,oven,n,2018.0,uuni,oven
2189,overnight,r,3499.0,yöpyminen,overnight
2190,owl,n,4655.0,pöllö,owl
2191,owner,n,2587.0,omistaja,owner
2192,package,n,1542.0,pakkaus,package
2193,pact,n,3855.0,pakti,pact
2194,page,n,1098.0,sivu,page
2195,pain,n,887.0,kipu,pain
2196,,,,tuska,"pain (bad, agony)"
2197,paint,v,1292.0,maali,paint
2198,paint,n,2019.0,maali,paint
2199,paintball,n,3806.0,värikuula,paintball
2200,painting,n,1489.0,maalaus,painting
2201,pajamas,n,3576.0,yöpuku,pajamas
2202,pal,n,1279.0,kaveri,pal
2203,palace,n,3856.0,palatsi,palace
2204,pamphlet,n,4504.0,pamfletti,pamphlet
2205,pan,n,3613.0,pannu,pan
2206,pancake,n,1923.0,pannari,pancake
2207,panda,n,2137.0,panda,panda
2208,panic,v,1852.0,pakokauhu,panic
2209,pants,n,493.0,pöksyt,pants
2210,paper,n,424.0,paperi,paper
2211,paperwork,n,3468.0,paperityö,paperwork
2212,parade,n,1859.0,paraati,parade
2213,paradise,n,3614.0,paratiisi,paradise
2214,pardon,v,2334.0,armahdus,pardon
2215,parent,n,374.0,vanhempi,parent
2216,park,n,907.0,puisto,park
2217,park,v,1661.0,puisto,park
2218,parking,n,1151.0,pysäköinti,parking
2219,parlor,n,4898.0,salonki,parlor
2220,part,n,305.0,osa,part
2221,partner,n,1004.0,partneri,partner
2222,,,,juhlat,party (formal)
2223,party,n,234.0,bileet,party
2224,party,v,2929.0,bileet,party
2225,pass,v,545.0,kulkulupa,pass
2226,pass,n,2622.0,kulkulupa,pass
2227,passenger,n,3650.0,matkustaja,passenger
2228,passion,n,2335.0,intohimo,passion
2229,passport,n,4576.0,ulkomaanpassi,passport
2230,password,n,3857.0,tunnussana,password
2231,past,n,1105.0,menneisyys,past
2232,past,fw,1375.0,menneisyys,past
2233,past,j,2426.0,menneisyys,past
2234,pasta,n,3721.0,pasta,pasta
2235,patience,n,4447.0,kärsivällisyys,patience
2236,patient,n,1891.0,potilas,patient
2237,patient,j,3986.0,potilas,patient
2238,patrol,n,4699.0,partio,patrol
2239,pattern,n,3807.0,kuosi,pattern
2240,paw,n,4475.0,käpälä,paw
2241,payment,n,3501.0,maksusuoritus,payment
2242,pea,n,2653.0,herne,pea
2243,peace,n,1200.0,rauha,peace
2244,peach,n,2570.0,persikka,peach
2245,peanut,n,1320.0,maapähkinä,peanut
2246,pee,v,877.0,pissa,pee
2247,pee,n,4132.0,pissa,pee
2248,pen,n,1106.0,kynä,pen
2249,penalty,n,4789.0,jäähy,penalty
2250,pencil,n,1831.0,lyijykynä,pencil
2251,penguin,n,4176.0,pingviini,penguin
2252,penis,n,789.0,pippeli,penis
2253,penny,n,2069.0,killinki,penny
2254,people,n,114.0,kansa,people
2255,pepper,n,2498.0,pippuri,pepper
2256,perfume,v,4006.0,hajuvesi,perfume
2257,,,,kausi,period (time)
2258,period,n,1413.0,kuukautiset,period
2259,permission,n,2310.0,lupa,permission
2260,person,n,203.0,henkilö,person
2261,personality,n,2604.0,persoonallisuus,personality
2262,perspective,n,4079.0,perspektiivi,perspective
2263,pet,n,1740.0,lemmikki,pet
2264,pet,v,3616.0,lemmikki,pet
2265,pharmacist,n,4577.0,apteekkari,pharmacist
2266,pharmacy,n,4133.0,apteekki,pharmacy
2267,phase,n,2427.0,momentti,phase
2268,philosophy,n,4839.0,filosofia,philosophy
2269,phone,n,316.0,äänne,phone
2270,photo,n,1021.0,foto,photo
2271,photograph,n,4536.0,valokuva,photograph
2272,photographer,n,4177.0,valokuvaaja,photographer
2273,phrase,n,2499.0,fraasi,phrase
2274,physical,j,2127.0,terveystarkastus,physical
2275,physical,n,3469.0,terveystarkastus,physical
2276,physicist,n,3808.0,fyysikko,physicist
2277,physics,n,2197.0,fysiikka,physics
2278,piano,n,2773.0,piano,piano
2279,pickle,n,2361.0,suolakurkku,pickle
2280,pickup,n,4448.0,äänipää,pickup
2281,picnic,n,2500.0,eväsretki,picnic
2282,picture,n,407.0,kuva,picture
2283,picture,v,2323.0,kuva,picture
2284,pie,n,733.0,piiras,pie
2285,piece,n,547.0,pala,piece
2286,pig,n,903.0,sika,pig
2287,pigeon,n,3358.0,kyyhky,pigeon
2288,piggy,n,4330.0,possu,piggy
2289,pile,n,2271.0,pinkka,pile
2290,pill,n,1462.0,tabletti,pill
2291,pillow,n,1352.0,tyyny,pillow
2292,pilot,n,1733.0,lentäjä,pilot
2293,pimp,n,4198.0,sutenööri,pimp
2294,pimple,n,4972.0,finni,pimple
2295,pin,n,2536.0,nuppineula,pin
2296,pinch,v,3617.0,nipistys,pinch
2297,pineapple,n,4331.0,ananas,pineapple
2298,pink,j,1892.0,vaaleanpunainen,pink
2299,,,,piippu,pipe (tobacco)
2300,,,,putki,pipe (plumming)
2301,pirate,n,1517.0,merirosvo,pirate
2302,pit,n,2734.0,monttu,pit
2303,pitch,v,2446.0,piki,pitch
2304,pitch,n,3471.0,piki,pitch
2305,pity,n,3618.0,sääli,pity
2306,pity,v,4899.0,sääli,pity
2307,pizza,n,719.0,pitsa,pizza
2308,place,n,195.0,paikka,place
2309,place,v,2387.0,paikka,place
2310,plain,j,3765.0,tasanko,plain
2311,plan,v,520.0,suunnitelma,plan
2312,plan,n,618.0,suunnitelma,plan
2313,planet,n,1111.0,planeetta,planet
2314,planetarium,n,4579.0,planetaario,planetarium
2315,plant,n,1180.0,kasvi,plant
2316,plant,v,3020.0,kasvi,plant
2317,plaque,n,4397.0,kyltti,plaque
2318,plastic,n,1720.0,muovi,plastic
2319,play,v,172.0,näytelmä,play
2320,play,n,1618.0,näytelmä,play
2321,,,,pelaaja,player (game)
2322,,,,soittaja,player (music)
2323,playground,n,3651.0,leikkikenttä,playground
2324,pleasant,j,2947.0,äidinkasvot,pleasant
2325,pleasure,n,997.0,nautinto,pleasure
2326,pledge,n,3858.0,pantti,pledge
2327,plot,n,3323.0,juoni,plot
2328,plug,v,3472.0,töpseli,plug
2329,plug,n,4080.0,töpseli,plug
2330,pocket,n,1257.0,tasku,pocket
2331,poem,n,2149.0,runo,poem
2332,poet,n,3766.0,runoilija,poet
2333,poetry,n,3065.0,runous,poetry
2334,point,n,441.0,näkökulma,point
2335,point,v,539.0,näkökulma,point
2336,,,,piste,point (.)
2337,poison,n,2272.0,myrkky,poison
2338,poison,v,3324.0,myrkky,poison
2339,poisoning,n,4580.0,myrkytys,poisoning
2340,poker,n,2293.0,pokeri,poker
2341,,,,pokka,poker face
2342,pole,n,2638.0,tanko,pole
2343,police,n,727.0,poliisi,police
2344,policeman,n,4581.0,poliisimies,policeman
2345,polish,v,3810.0,kiillotusaine,polish
2346,politics,n,3359.0,politiikka,politics
2347,pond,n,3859.0,lampi,pond
2348,pony,n,1882.0,poni,pony
2349,poo,n,4332.0,kakka,poo
2350,pool,n,1007.0,allas,pool
2351,pop,v,955.0,pop,pop
2352,popcorn,n,2338.0,paukkumaissi,popcorn
2353,pope,n,4656.0,paavi,pope
2354,population,n,4903.0,väestö,population
2355,porch,n,4333.0,kuisti,porch
2356,pork,n,2458.0,sianliha,pork
2357,portal,n,4973.0,portaali,portal
2358,portrait,n,4449.0,potretti,portrait
2359,position,n,1612.0,virka,position
2360,positive,j,2162.0,positiivinen,positive
2361,post,v,2837.0,posti,post
2362,post,n,3429.0,posti,post
2363,poster,n,2283.0,juliste,poster
2364,pot,n,1507.0,pata,pot
2365,,,,potti,pot (of money)
2366,,,,ruukku,plant pot
2367,potato,n,1386.0,peruna,potato
2368,potential,j,3204.0,potentiaali,potential
2369,pound,n,1159.0,pauna,pound
2370,pound,v,3170.0,pauna,pound
2371,,,,punta,pound (£)
2372,,,,teho,"power (to work, kW)"
2373,,,,valta,power (to rule)
2374,,,,voima,power (to lift)
2375,practice,v,1756.0,praktiikka,practice
2376,practice,n,1788.0,praktiikka,practice
2377,praise,v,3117.0,kehu,praise
2378,,,,ylistys,praise (big)
2379,prayer,n,2352.0,rukoilija,prayer
2380,pregnancy,n,2948.0,raskaus,pregnancy
2381,premiere,n,4420.0,ensi-ilta,premiere
2382,prescription,n,3118.0,vanhentumisaika,prescription
2383,presence,n,3325.0,läsnäolo,presence
2384,,,,lahja,present (gift)
2385,,,,nykyhetki,present (tense)
2386,presentation,n,2117.0,esitys,presentation
2387,press,v,1360.0,puristus,press
2388,press,n,3294.0,puristus,press
2389,pressure,n,1265.0,paine,pressure
2390,price,n,1041.0,hinta,price
2391,pride,n,2294.0,ylpeys,pride
2392,priest,n,2759.0,pappi,priest
2393,prime,j,3685.0,priimi,prime
2394,prince,n,2311.0,ruhtinas,prince
2395,princess,n,1300.0,prinsessa,princess
2396,principal,n,2654.0,reksi,principal
2397,principle,n,3295.0,periaate,principle
2398,print,v,2324.0,printti,print
2399,print,n,3578.0,printti,print
2400,printer,n,2930.0,tulostin,printer
2401,priority,n,4336.0,prioriteetti,priority
2402,prison,n,1019.0,vankila,prison
2403,prisoner,n,3394.0,vanki,prisoner
2404,privacy,n,2501.0,yksityisyys,privacy
2405,private,j,1102.0,sotamies,private
2406,privilege,n,4081.0,etuoikeus,privilege
2407,prize,n,1251.0,palkinto,prize
2408,problem,n,229.0,ongelma,problem
2409,procedure,n,2787.0,menettely,procedure
2410,process,n,2312.0,prosessi,process
2411,process,v,4178.0,prosessi,process
2412,producer,n,2187.0,tuottaja,producer
2413,product,n,1790.0,tuote,product
2414,production,n,2485.0,tuotanto,production
2415,professor,n,870.0,professori,professor
2416,profile,n,4583.0,profiili,profile
2417,program,n,1326.0,ohjelma,program
2418,program,v,3430.0,ohjelma,program
2419,progress,n,2788.0,edistys,progress
2420,project,n,1062.0,hanke,project
2421,promise,v,495.0,lupaus,promise
2422,promise,n,2672.0,lupaus,promise
2423,prop,n,4285.0,rekvisiitta,prop
2424,property,n,1918.0,ominaisuus,property
2425,proposal,n,3653.0,ehdotelma,proposal
2426,prostitute,n,2673.0,ilolintu,prostitute
2427,protection,n,3395.0,suojelu,protection
2428,protest,v,3042.0,protesti,protest
2429,protocol,n,3989.0,protokolla,protocol
2430,psychiatrist,n,4041.0,psykiatri,psychiatrist
2431,psycho,n,3654.0,psyko,psycho
2432,psychology,n,4904.0,psykologia,psychology
2433,pudding,n,2373.0,vanukas,pudding
2434,pull,v,465.0,veto,pull
2435,pump,v,2447.0,pumppu,pump
2436,,,,booli,punch (drink)
2437,punch,v,1296.0,nyrkinisku,punch
2438,punch,n,1975.0,nyrkinisku,punch
2439,punishment,n,2967.0,rangaistus,punishment
2440,punk,n,2623.0,punkkari,punk
2441,puppet,n,2428.0,sätkynukke,puppet
2442,purchase,v,2537.0,ostos,purchase
2443,purse,n,1402.0,massi,purse
2444,pussy,n,2339.0,pimppi,pussy
2445,pyramid,n,3878.0,pyramidi,pyramid
2446,quality,n,2040.0,laatu,quality
2447,quantum,n,4286.0,kvantti,quantum
2448,quarter,m,1613.0,neljännes,quarter
2449,quarterback,n,3943.0,pelinrakentaja,quarterback
2450,queen,n,1261.0,kuningatar,queen
2451,question,n,437.0,kysymys,question
2452,question,v,561.0,kysymys,question
2453,quote,v,3532.0,noteeraus,quote
2454,quote,n,4181.0,noteeraus,quote
2455,rabbi,n,3296.0,rabbi,rabbi
2456,rabies,n,4451.0,vesikauhu,rabies
2457,raccoon,n,3533.0,pesukarhu,raccoon
2458,racket,n,4182.0,mellastus,racket
2459,radiation,n,3944.0,säteily,radiation
2460,radio,n,1518.0,radiolähetin,radio
2461,rag,n,5036.0,ryysy,rag
2462,rain,n,1802.0,vesisade,rain
2463,rain,v,2296.0,vesisade,rain
2464,rainforest,n,3655.0,sademetsä,rainforest
2465,raise,v,735.0,korotus,raise
2466,raise,n,2839.0,korotus,raise
2467,raisin,n,2840.0,rusina,raisin
2468,rally,n,2968.0,ralli,rally
2469,ramp,n,4338.0,ramppi,ramp
2470,,,,ampumarata,shooting range
2471,rap,n,3431.0,rap-musiikki,rap
2472,rap,v,3656.0,rap-musiikki,rap
2473,rash,n,3895.0,ihottuma,rash
2474,rat,n,1162.0,rotta,rat
2475,rate,n,2710.0,aikapalkka,rate
2476,rating,n,3687.0,luokitus,rating
2477,reach,v,882.0,sivutuuli,reach
2478,reading,n,3811.0,lukema,reading
2479,reality,n,1807.0,todellisuus,reality
2480,reason,n,416.0,järki,reason
2481,rebel,n,3908.0,kapinallinen,rebel
2482,receipt,n,4339.0,kuitti,receipt
2483,reception,n,2969.0,vastaanotto,reception
2484,receptionist,n,3362.0,reseptionisti,receptionist
2485,recital,n,3991.0,resitaali,recital
2486,,,,äänilevy,record (music)
2487,,,,ennätys,record (world record etc)
2488,,,,äänittäjä,recorder (person who records something)
2489,recorder,n,4806.0,nokkahuilu,recorder
2490,recovery,n,4978.0,elpyminen,recovery
2491,recruit,v,4841.0,rekryytti,recruit
2492,red,j,574.0,punainen,red
2493,reference,n,2231.0,viite,reference
2494,refrigerator,n,2639.0,jääkaappi,refrigerator
2495,refund,v,3827.0,palautus,refund
2496,region,n,4183.0,seutu,region
2497,register,v,2902.0,rekisteri,register
2498,registration,n,5037.0,rekisteröinti,registration
2499,regret,v,1819.0,katumus,regret
2500,relation,n,4400.0,relaatio,relation
2501,relationship,n,449.0,ihmissuhde,relationship
2502,relative,n,3768.0,sukulainen,relative
2503,release,v,1883.0,laukaisija,release
2504,release,n,3364.0,laukaisija,release
2505,relief,n,3328.0,helpotus,relief
2506,religion,n,1663.0,uskonto,religion
2507,reminder,n,4230.0,muistutus,reminder
2508,rent,v,1414.0,ränttü,rent
2509,rent,n,2557.0,ränttü,rent
2510,repair,n,4042.0,korjaustyö,repair
2511,replacement,n,3474.0,vaihtuminen,replacement
2512,report,n,1126.0,raportti,report
2513,report,v,1454.0,raportti,report
2514,reporter,n,2150.0,reportteri,reporter
2515,reputation,n,4659.0,maine,reputation
2516,request,n,2970.0,pyyntö,request
2517,request,v,3398.0,pyyntö,request
2518,rescue,v,3021.0,pelastaminen,rescue
2519,rescue,n,4231.0,pelastaminen,rescue
2520,research,n,1459.0,tutkimus,research
2521,reservation,n,2256.0,varaus,reservation
2522,reserve,v,3688.0,reservi,reserve
2523,residence,n,4790.0,residenssi,residence
2524,resident,n,3947.0,asukas,resident
2525,resolution,n,3861.0,resoluutio,resolution
2526,resource,n,3329.0,resurssi,resource
2527,respect,v,1171.0,kunnioitus,respect
2528,respect,n,1361.0,kunnioitus,respect
2529,responsibility,n,1721.0,vastuu,responsibility
2530,rest,n,568.0,lepo,rest
2531,rest,v,1548.0,lepo,rest
2532,restaurant,n,692.0,ravintola,restaurant
2533,result,n,1599.0,tulos,result
2534,retirement,n,3509.0,eläkepäivät,retirement
2535,return,v,580.0,paluu,return
2536,return,n,3264.0,paluu,return
2537,revenge,n,1867.0,kosto,revenge
2538,reward,n,2950.0,palkkio,reward
2539,reward,v,3297.0,palkkio,reward
2540,rhyme,v,4661.0,riimi,rhyme
2541,rhythm,n,5038.0,rytmi,rhythm
2542,rib,n,2791.0,kylki,rib
2543,ribbon,n,3207.0,nauha,ribbon
2544,rice,n,3090.0,riisi,rice
2545,ride,v,597.0,kyyti,ride
2546,ride,n,1152.0,kyyti,ride
2547,rig,v,3862.0,öljynporaustorni,rig
2548,,,,oikea,"right (real, L/R)"
2549,,,,oikeus,right (to do something)
2550,ring,n,711.0,sormus,ring
2551,ring,v,1406.0,sormus,ring
2552,riot,n,3448.0,hulinointi,riot
2553,rise,v,1608.0,nousu,rise
2554,risk,n,2052.0,riski,risk
2555,risk,v,2951.0,riski,risk
2556,river,n,2089.0,joki,river
2557,road,n,858.0,tie,road
2558,roast,n,3726.0,paahto,roast
2559,robber,n,4906.0,ryöstäjä,robber
2560,robbery,n,4586.0,ryöstö,robbery
2561,robot,n,905.0,robotti,robot
2562,rock,n,970.0,kivi,rock
2563,rock,v,1205.0,kivi,rock
2564,rock,j,2760.0,kivi,rock
2565,rocket,n,1860.0,raketti,rocket
2566,rod,n,3265.0,tanko,rod
2567,rodeo,n,4233.0,rodeo,rodeo
2568,role,n,1792.0,rooli,role
2569,roll,v,683.0,rulla,roll
2570,roll,n,2247.0,rulla,roll
2571,roller,n,2571.0,sininärhi,roller
2572,romance,n,2274.0,romanssi,romance
2573,roof,n,1382.0,ulkokatto,roof
2574,room,n,238.0,huone,room
2575,roommate,n,1246.0,kämppis,roommate
2576,rooster,n,4509.0,kukko,rooster
2577,root,v,3582.0,juuri,root
2578,root,n,3689.0,juuri,root
2579,rope,n,2325.0,köysi,rope
2580,rose,n,2952.0,ruusu,rose
2581,round,n,1537.0,paisti,round
2582,round,r,2674.0,paisti,round
2583,round,j,3690.0,paisti,round
2584,round,v,4234.0,paisti,round
2585,route,n,2475.0,reitti,route
2586,routine,n,2389.0,rutiini,routine
2587,row,n,1561.0,rivi,row
2588,rubber,n,3266.0,kumi,rubber
2589,rug,n,3267.0,matto,rug
2590,ruin,v,602.0,raunio,ruin
2591,rule,n,588.0,sääntö,rule
2592,rule,v,2408.0,sääntö,rule
2593,rum,n,4662.0,rommi,rum
2594,run,v,212.0,juoksu,run
2595,run,n,3067.0,juoksu,run
2596,runner,n,4907.0,juoksija,runner
2597,runway,n,4908.0,kiitorata,runway
2598,rush,v,2257.0,syöksy,rush
2599,rush,n,3142.0,syöksy,rush
2600,sabotage,v,3993.0,sabotaasi,sabotage
2601,sacrifice,v,3863.0,uhraus,sacrifice
2602,sacrifice,n,3896.0,uhraus,sacrifice
2603,safe,j,659.0,kassakaappi,safe
2604,safety,n,1285.0,turvallisuus,safety
2605,sail,v,2326.0,seili,sail
2606,sailor,n,3330.0,merimies,sailor
2607,sake,n,1100.0,sake,sake
2608,salad,n,1076.0,salaatti,salad
2609,salary,n,2860.0,palkkaus,salary
2610,sale,n,739.0,myynti,sale
2611,salesman,n,1509.0,myyntimies,salesman
2612,salsa,n,3727.0,salsa,salsa
2613,salt,n,2214.0,suola,salt
2614,sample,n,2516.0,otos,sample
2615,sand,n,2390.0,hiekka,sand
2616,sandal,n,4341.0,sannikas,sandal
2617,sandwich,n,737.0,kerrosvoileipä,sandwich
2618,sarcasm,n,3365.0,sarkasmi,sarcasm
2619,satellite,n,3433.0,satelliitti,satellite
2620,satisfaction,n,4456.0,mielihyvä,satisfaction
2621,sauce,n,1333.0,kastike,sauce
2622,sausage,n,2606.0,makkara,sausage
2623,saving,n,3172.0,säästö,saving
2624,saxophone,n,4289.0,saksofoni,saxophone
2625,say,v,46.0,puheenvuoro,say
2626,scale,n,2789.0,vaaka,scale
2627,scar,n,4009.0,arpi,scar
2628,scarf,n,4083.0,kaulaliina,scarf
2629,scenario,n,3502.0,skenaario,scenario
2630,scene,n,922.0,kulissi,scene
2631,scent,n,4804.0,haju,scent
2632,schnapps,n,4701.0,snapsi,schnapps
2633,scholarship,n,4909.0,stipendi,scholarship
2634,school,n,210.0,koulu,school
2635,science,n,999.0,tiede,science
2636,,,,tiedemies,scientist (male)
2637,scientist,n,1766.0,tieteilijä,scientist
2638,scissors,n,3231.0,sakset,scissors
2639,scooter,n,2774.0,vespa,scooter
2640,score,n,1476.0,pistemäärä,score
2641,score,v,2215.0,pistemäärä,score
2642,scratch,v,2021.0,naarmu,scratch
2643,scream,v,1006.0,huuto,scream
2644,screen,n,2099.0,kuvaruutu,screen
2645,screw,v,604.0,ruuvi,screw
2646,screw,n,4664.0,ruuvi,screw
